fwer,sensitivity,sm_sigma,snr,n_subj,method
0.06,0.6426621160409556,1.25,3.0,15,clusterwise_perm
0.015,0.0,1.25,0.0,20,clusterwise_perm
0.05,0.014368600682593857,1.25,0.1,20,clusterwise_perm
0.05,0.2667918088737201,1.25,0.25,20,clusterwise_perm
0.045,0.436382252559727,1.25,0.5,20,clusterwise_perm
0.035,0.4971672354948805,1.25,0.75,20,clusterwise_perm
0.03,0.5349146757679182,1.25,1.0,20,clusterwise_perm
0.05,0.5679351535836177,1.25,1.25,20,clusterwise_perm
0.04,0.590443686006826,1.25,1.5,20,clusterwise_perm
0.06,0.60580204778157,1.25,1.75,20,clusterwise_perm
0.04,0.6218088737201366,1.25,2.0,20,clusterwise_perm
0.045,0.6319453924914675,1.25,2.25,20,clusterwise_perm
0.05,0.6430204778156997,1.25,2.5,20,clusterwise_perm
0.045,0.6539078498293515,1.25,2.75,20,clusterwise_perm
0.07,0.662320819112628,1.25,3.0,20,clusterwise_perm
0.05,0.0,1.25,0.0,30,clusterwise_perm
0.07,0.03733788395904437,1.25,0.1,30,clusterwise_perm
0.06,0.3456825938566553,1.25,0.25,30,clusterwise_perm
0.04,0.476740614334471,1.25,0.5,30,clusterwise_perm
0.035,0.5279522184300341,1.25,0.75,30,clusterwise_perm
0.055,0.568566552901024,1.25,1.0,30,clusterwise_perm
0.05,0.5991126279863481,1.25,1.25,30,clusterwise_perm
0.07,0.6195733788395904,1.25,1.5,30,clusterwise_perm
0.05,0.6327815699658703,1.25,1.75,30,clusterwise_perm
0.08,0.6457508532423207,1.25,2.0,30,clusterwise_perm
0.06,0.6595392491467577,1.25,2.25,30,clusterwise_perm
0.05,0.6700682593856655,1.25,2.5,30,clusterwise_perm
0.06,0.6804095563139931,1.25,2.75,30,clusterwise_perm
0.07,0.6915358361774744,1.25,3.0,30,clusterwise_perm
0.07,0.00015358361774744027,1.25,0.0,45,clusterwise_perm
0.04,0.08627986348122868,1.25,0.1,45,clusterwise_perm
0.035,0.3987201365187713,1.25,0.25,45,clusterwise_perm
0.045,0.5070477815699658,1.25,0.5,45,clusterwise_perm
0.035,0.5618600682593857,1.25,0.75,45,clusterwise_perm
0.06,0.6004095563139932,1.25,1.0,45,clusterwise_perm
0.095,0.6243344709897611,1.25,1.25,45,clusterwise_perm
0.04,0.6396587030716724,1.25,1.5,45,clusterwise_perm
0.05,0.6591467576791809,1.25,1.75,45,clusterwise_perm
0.05,0.6723890784982935,1.25,2.0,45,clusterwise_perm
0.075,0.6839078498293515,1.25,2.25,45,clusterwise_perm
0.04,0.6950511945392492,1.25,2.5,45,clusterwise_perm
0.04,0.7061945392491468,1.25,2.75,45,clusterwise_perm
0.07,0.7162457337883958,1.25,3.0,45,clusterwise_perm
0.045,0.00010238907849829352,1.25,0.0,60,clusterwise_perm
0.025,0.14517064846416383,1.25,0.1,60,clusterwise_perm
0.04,0.42551194539249143,1.25,0.25,60,clusterwise_perm
0.05,0.5271160409556314,1.25,0.5,60,clusterwise_perm
0.065,0.5827815699658703,1.25,0.75,60,clusterwise_perm
0.045,0.617098976109215,1.25,1.0,60,clusterwise_perm
0.075,0.6387713310580204,1.25,1.25,60,clusterwise_perm
0.065,0.6566211604095562,1.25,1.5,60,clusterwise_perm
0.075,0.6747098976109214,1.25,1.75,60,clusterwise_perm
0.06,0.6878839590443687,1.25,2.0,60,clusterwise_perm
0.085,0.7017235494880546,1.25,2.25,60,clusterwise_perm
0.055,0.7122184300341297,1.25,2.5,60,clusterwise_perm
0.085,0.7232764505119453,1.25,2.75,60,clusterwise_perm
0.08,0.7319965870307168,1.25,3.0,60,clusterwise_perm
