fwer,sensitivity,sm_sigma,snr,n,method
0.05,0.11104868913857677,2.25,1.75,5,voxelwise_rft
0.3,0.12759051186017478,2.25,2.0,5,voxelwise_rft
0.1,0.14444444444444443,2.25,2.25,5,voxelwise_rft
0.25,0.15318352059925094,2.25,2.5,5,voxelwise_rft
0.25,0.16972534332084893,2.25,2.75,5,voxelwise_rft
0.1,0.17871410736579277,2.25,3.0,5,voxelwise_rft
0.25,0.00021905805038335157,2.5,0.0,5,voxelwise_rft
0.2,0.00010952902519167579,2.5,0.1,5,voxelwise_rft
0.2,0.0006571741511500548,2.5,0.25,5,voxelwise_rft
0.15,0.007447973713033952,2.5,0.5,5,voxelwise_rft
0.0,0.01971522453450164,2.5,0.75,5,voxelwise_rft
0.1,0.043318729463307774,2.5,1.0,5,voxelwise_rft
0.1,0.06944140197152246,2.5,1.25,5,voxelwise_rft
0.2,0.09299014238773276,2.5,1.5,5,voxelwise_rft
0.1,0.11040525739320921,2.5,1.75,5,voxelwise_rft
0.3,0.12809419496166485,2.5,2.0,5,voxelwise_rft
0.0,0.14435925520262868,2.5,2.25,5,voxelwise_rft
0.0,0.1526286966046002,2.5,2.5,5,voxelwise_rft
0.0,0.16467688937568453,2.5,2.75,5,voxelwise_rft
0.2,0.17332968236582696,2.5,3.0,5,voxelwise_rft
0.15,0.0,2.75,0.0,5,voxelwise_rft
0.15,4.803073967339097e-05,2.75,0.1,5,voxelwise_rft
0.25,0.0009606147934678192,2.75,0.25,5,voxelwise_rft
0.15,0.00701248799231508,2.75,0.5,5,voxelwise_rft
0.1,0.0271373679154659,2.75,0.75,5,voxelwise_rft
0.05,0.052017291066282424,2.75,1.0,5,voxelwise_rft
0.25,0.07214217098943325,2.75,1.25,5,voxelwise_rft
0.35,0.08333333333333334,2.75,1.5,5,voxelwise_rft
0.15,0.11316042267050912,2.75,1.75,5,voxelwise_rft
0.1,0.12122958693563882,2.75,2.0,5,voxelwise_rft
0.05,0.14053794428434196,2.75,2.25,5,voxelwise_rft
0.25,0.1510566762728146,2.75,2.5,5,voxelwise_rft
0.0,0.1591258405379443,2.75,2.75,5,voxelwise_rft
0.2,0.1696445725264169,2.75,3.0,5,voxelwise_rft
0.25,0.00039028620988725064,3.0,0.0,5,voxelwise_rft
0.3,0.00013009540329575022,3.0,0.1,5,voxelwise_rft
0.3,0.0011274934952298352,3.0,0.25,5,voxelwise_rft
0.2,0.006981786643538596,3.0,0.5,5,voxelwise_rft
0.2,0.02328707718993929,3.0,0.75,5,voxelwise_rft
0.15,0.05732870771899393,3.0,1.0,5,voxelwise_rft
0.25,0.07896790980052038,3.0,1.25,5,voxelwise_rft
0.4,0.09835212489158716,3.0,1.5,5,voxelwise_rft
0.2,0.11604509973980918,3.0,1.75,5,voxelwise_rft
0.2,0.12307025151777973,3.0,2.0,5,voxelwise_rft
0.15,0.13980919340849957,3.0,2.25,5,voxelwise_rft
0.15,0.14696444058976585,3.0,2.5,5,voxelwise_rft
0.2,0.1588031222896791,3.0,2.75,5,voxelwise_rft
0.25,0.16695576756287944,3.0,3.0,5,voxelwise_rft
0.0,0.0,0.0,0.0,7,voxelwise_rft
0.0,0.0,0.0,0.1,7,voxelwise_rft
0.0,0.0,0.0,0.25,7,voxelwise_rft
