,FWER,sensitivity,sm_sigma,snr,n_subj,method,threshold_u,FWHM
132,0.0,,0.0,0.1,10,Clusterwise RFT,2.4,3.3402545587915253
133,0.0,,0.0,0.1,10,Clusterwise RFT,2.6,3.340646038262387
134,0.0,,0.0,0.1,10,Clusterwise RFT,2.8,3.328250637593361
135,0.0,,0.0,0.1,10,Clusterwise RFT,3.0,3.3236531295276084
136,0.0,,0.0,0.1,10,Clusterwise RFT,3.2,3.329894513248634
137,0.0,,0.0,0.1,10,Clusterwise RFT,3.4,3.339488606640476
138,0.0,,0.0,0.1,10,Clusterwise RFT,3.6,3.325512714663709
139,0.0,,0.0,0.1,10,Clusterwise RFT,3.8,3.328097028034786
140,0.0,,0.0,0.1,10,Clusterwise RFT,4.0,3.34361537382791
141,0.0,,0.0,0.1,10,Clusterwise RFT,4.2,3.341125757982439
142,0.0,,0.0,0.1,10,Clusterwise RFT,4.6,3.3316881330167973
143,0.0,,0.0,0.1,15,Clusterwise RFT,2.4,3.3277603709508345
144,0.0,,0.0,0.1,15,Clusterwise RFT,2.6,3.321215627489035
145,0.0,,0.0,0.1,15,Clusterwise RFT,2.8,3.331853190510054
146,0.0,,0.0,0.1,15,Clusterwise RFT,3.0,3.330191179723826
147,0.0,,0.0,0.1,15,Clusterwise RFT,3.2,3.3203825996203196
148,0.0,,0.0,0.1,15,Clusterwise RFT,3.4,3.326591704669144
149,0.0,,0.0,0.1,15,Clusterwise RFT,3.6,3.3280820564152473
150,0.0,,0.0,0.1,15,Clusterwise RFT,3.8,3.3221073043751885
151,0.0,,0.0,0.1,15,Clusterwise RFT,4.0,3.3376327451819683
152,0.0,,0.0,0.1,15,Clusterwise RFT,4.2,3.316856813561848
153,0.0,,0.0,0.1,15,Clusterwise RFT,4.6,3.3217214041964915
154,0.0,,0.0,0.1,20,Clusterwise RFT,2.4,3.3318347105908876
155,0.0,,0.0,0.1,20,Clusterwise RFT,2.6,3.3325815547660107
156,0.0,,0.0,0.1,20,Clusterwise RFT,2.8,3.339383076332324
157,0.0,,0.0,0.1,20,Clusterwise RFT,3.0,3.330813298591153
158,0.0,,0.0,0.1,20,Clusterwise RFT,3.2,3.3325362443642437
159,0.0,,0.0,0.1,20,Clusterwise RFT,3.4,3.3315318525384283
160,0.0,,0.0,0.1,20,Clusterwise RFT,3.6,3.330437348654617
161,0.0,,0.0,0.1,20,Clusterwise RFT,3.8,3.3341845253331424
162,0.0,,0.0,0.1,20,Clusterwise RFT,4.0,3.3265729452073742
163,0.0,,0.0,0.1,20,Clusterwise RFT,4.2,3.327017175339482
164,0.0,,0.0,0.1,20,Clusterwise RFT,4.6,3.3372168659039776
165,0.0,,0.0,0.1,30,Clusterwise RFT,2.4,3.326266438476426
166,0.0,,0.0,0.1,30,Clusterwise RFT,2.6,3.332311224726746
167,0.0,,0.0,0.1,30,Clusterwise RFT,2.8,3.332927516882246
168,0.0,,0.0,0.1,30,Clusterwise RFT,3.0,3.3332128614146175
169,0.0,,0.0,0.1,30,Clusterwise RFT,3.2,3.3310199018514948
170,0.0,,0.0,0.1,30,Clusterwise RFT,3.4,3.333601592170291
171,0.0,,0.0,0.1,30,Clusterwise RFT,3.6,3.327915730275001
172,0.0,,0.0,0.1,30,Clusterwise RFT,3.8,3.329131796345532
173,0.0,,0.0,0.1,30,Clusterwise RFT,4.0,3.3369442321754135
174,0.0,,0.0,0.1,30,Clusterwise RFT,4.2,3.3347305708540462
175,0.0,,0.0,0.1,30,Clusterwise RFT,4.6,3.326873993788843
176,0.0,,0.0,0.1,45,Clusterwise RFT,2.4,3.333310587986296
177,0.0,,0.0,0.1,45,Clusterwise RFT,2.6,3.331822183710249
178,0.0,,0.0,0.1,45,Clusterwise RFT,2.8,3.332545605574513
179,0.0,,0.0,0.1,45,Clusterwise RFT,3.0,3.3323741285362933
180,0.0,,0.0,0.1,45,Clusterwise RFT,3.2,3.3304717316049546
181,0.0,,0.0,0.1,45,Clusterwise RFT,3.4,3.327300371339116
182,0.0,,0.0,0.1,45,Clusterwise RFT,3.6,3.3317732196005223
183,0.0,,0.0,0.1,45,Clusterwise RFT,3.8,3.326837347184
184,0.0,,0.0,0.1,45,Clusterwise RFT,4.0,3.326298198550368
185,0.0,,0.0,0.1,45,Clusterwise RFT,4.2,3.327423237114717
186,0.0,,0.0,0.1,45,Clusterwise RFT,4.6,3.3317617097025827
187,0.0,,0.0,0.1,60,Clusterwise RFT,2.4,3.3341250870099493
188,0.0,,0.0,0.1,60,Clusterwise RFT,2.6,3.333969915677658
189,0.0,,0.0,0.1,60,Clusterwise RFT,2.8,3.3341602301023774
190,0.0,,0.0,0.1,60,Clusterwise RFT,3.0,3.331260255842485
191,0.0,,0.0,0.1,60,Clusterwise RFT,3.2,3.3289906610032767
192,0.0,,0.0,0.1,60,Clusterwise RFT,3.4,3.332306525124794
193,0.0,,0.0,0.1,60,Clusterwise RFT,3.6,3.330170431615945
194,0.0,,0.0,0.1,60,Clusterwise RFT,3.8,3.3254920979324645
195,0.0,,0.0,0.1,60,Clusterwise RFT,4.0,3.3310130491802026
196,0.0,,0.0,0.1,60,Clusterwise RFT,4.2,3.329866000598854
197,0.0,,0.0,0.1,60,Clusterwise RFT,4.6,3.334857413109082
198,0.0,,0.0,0.25,2,Clusterwise RFT,2.4,3.3151793884106318
199,0.0,,0.0,0.25,2,Clusterwise RFT,2.6,3.319169614847138
200,0.0,,0.0,0.25,2,Clusterwise RFT,2.8,3.3784003136069534
201,0.0,,0.0,0.25,2,Clusterwise RFT,3.0,3.346293408163894
202,0.0,,0.0,0.25,2,Clusterwise RFT,3.2,3.3264841626766857
